age,job,marital,education,default,housing,loan,duration,campaign,y
44,1,1,0,0,0,0,107,1,0
36,0,1,3,0,0,0,59,2,0
52,1,0,0,0,0,0,200,1,0
35,1,1,2,1,0,0,543,1,1
31,0,2,6,0,2,2,90,2,0
53,4,1,3,0,0,0,227,1,0
40,0,2,3,0,2,0,119,2,0
46,4,2,6,0,2,2,292,2,0
38,4,2,6,0,0,0,69,4,0
30,0,1,6,0,2,0,857,3,1
50,0,0,6,0,0,0,160,1,0
43,1,1,2,0,2,0,340,1,0
31,7,2,3,0,2,0,475,1,0
32,1,1,1,0,0,0,322,4,0
55,5,0,2,0,0,0,178,1,0
39,4,1,6,0,0,0,73,1,0
30,7,1,3,0,2,0,80,1,0
36,1,1,2,0,0,0,96,8,0
29,2,1,6,0,0,0,62,5,0
39,0,1,6,0,0,0,240,1,0
29,7,1,3,1,2,2,129,4,0
44,0,2,5,0,2,0,931,4,1
43,2,1,3,1,0,2,274,2,0
39,2,1,3,0,0,0,150,1,0
41,7,1,7,0,2,2,597,1,0
33,1,1,2,0,0,2,200,1,0
39,9,1,6,0,2,2,42,1,0
29,6,2,6,0,0,0,88,1,0
32,2,1,3,0,2,0,356,1,0
35,1,1,1,0,2,0,150,1,0
33,1,1,2,0,0,0,593,1,1
41,7,1,6,0,2,0,283,1,0
50,10,3,2,0,2,2,139,1,0
43,10,2,6,0,2,2,69,3,0
40,1,1,1,1,2,0,142,3,0
49,9,0,6,0,2,0,30,1,0
30,1,2,2,1,2,0,71,2,0
36,0,1,3,0,2,0,59,3,0
56,4,0,6,0,2,0,487,1,0
30,0,0,3,0,0,0,418,3,0
36,0,2,6,0,2,0,287,2,0
32,9,1,5,0,0,0,147,2,0
32,7,1,3,0,2,0,282,2,0
47,0,1,6,0,2,0,70,2,0
47,2,0,2,0,0,0,187,2,0
40,1,1,0,1,0,0,22,5,0
58,0,1,6,0,2,0,554,2,0
31,0,1,6,0,0,0,282,1,0
45,10,1,2,0,2,0,454,5,0
31,0,1,6,0,2,0,95,1,0
29,4,1,6,0,2,0,120,1,0
37,4,0,6,0,2,0,256,4,0
43,0,1,6,0,2,0,197,2,0
50,5,0,3,0,2,0,691,1,1
40,1,1,0,0,2,0,377,3,0
47,3,2,2,0,0,0,128,1,0
55,2,1,5,0,2,0,124,3,0
42,1,2,0,1,2,0,269,1,0
44,0,2,6,0,2,2,90,4,0
43,7,0,3,0,0,0,329,1,0
33,2,1,6,0,2,2,141,2,0
39,0,1,3,0,2,0,50,1,0
30,9,2,6,0,2,2,224,1,0
52,5,1,6,0,2,0,188,2,0
31,0,1,6,0,2,0,395,1,0
34,4,0,6,0,2,2,1258,2,1
30,1,2,2,0,2,0,145,1,0
30,1,1,2,1,0,0,677,1,1
37,4,1,6,0,2,0,252,1,0
50,1,1,5,0,2,0,475,1,0
30,1,2,3,0,0,0,363,1,0
33,0,2,3,0,2,0,172,2,0
40,6,1,6,1,2,2,1490,3,1
41,7,2,3,1,2,0,125,3,0
35,6,1,3,0,2,0,305,2,0
44,1,1,0,0,0,0,62,1,0
41,1,1,0,0,2,0,81,2,0
52,6,2,5,0,0,2,139,1,0
31,7,2,3,0,2,0,452,2,0
34,10,1,3,0,2,0,562,2,1
30,7,1,3,0,2,0,174,2,0
29,7,1,3,0,2,0,278,4,0
53,6,0,5,0,2,0,73,1,0
31,1,2,3,0,0,0,184,1,0
51,9,1,5,0,2,0,123,1,0
31,0,2,6,0,2,0,124,1,0
57,0,0,6,0,2,2,1154,1,1
31,1,2,3,0,2,0,359,1,0
29,0,2,6,0,2,2,60,1,0
29,1,2,2,0,2,0,249,1,0
47,0,1,2,0,0,0,164,1,0
51,0,0,3,0,0,2,64,1,0
51,6,1,2,0,2,2,244,1,0
31,10,2,5,0,2,0,70,1,0
45,9,0,5,0,2,2,705,1,1
31,0,1,6,0,0,0,96,1,0
30,7,1,3,1,0,2,178,4,0
31,0,1,6,0,0,0,211,1,0
30,1,1,1,0,2,2,74,1,0
51,5,1,2,0,2,0,259,1,0
52,3,1,2,0,2,0,339,1,0
41,0,0,6,0,2,0,168,1,0
44,2,1,6,0,2,2,96,1,0
37,0,2,3,0,2,0,1035,1,1
29,0,2,6,0,2,2,736,1,1
34,9,1,5,0,0,0,144,1,0
31,1,2,0,0,2,0,111,2,0
29,9,2,5,1,0,0,308,1,0
50,7,1,7,0,2,0,153,3,0
30,9,2,5,0,0,0,214,1,0
31,0,1,6,0,2,0,188,2,0
46,10,1,2,0,2,0,352,1,0
41,7,1,3,1,2,0,255,2,0
36,10,2,2,0,2,0,118,4,0
30,0,1,6,0,2,0,597,2,0
39,1,1,3,0,2,0,193,1,0
33,2,1,6,0,0,0,55,1,0
30,10,1,6,0,0,0,125,1,0
32,1,2,0,0,0,0,113,1,0
43,9,0,3,0,2,0,94,1,0
31,1,1,2,0,0,0,277,1,0
33,1,1,0,1,0,0,53,1,0
33,1,1,0,1,2,2,129,1,0
36,7,2,3,0,0,0,105,1,0
30,1,2,2,0,0,0,197,1,0
41,0,2,6,0,2,0,80,1,0
37,1,0,5,0,2,0,75,1,0
32,9,1,6,0,0,2,382,2,0
55,0,1,6,0,1,1,187,2,0
51,4,0,3,0,0,0,486,2,0
32,8,2,6,0,0,0,151,2,0
39,1,1,2,1,2,0,124,1,0
56,3,0,0,0,0,0,80,1,0
37,1,0,5,0,2,0,340,1,0
29,9,2,5,1,2,0,239,1,0
34,4,0,6,0,0,0,370,2,1
31,7,2,3,0,0,0,151,1,0
41,1,1,0,0,0,0,136,1,0
51,10,0,3,1,2,0,1166,1,0
56,5,1,0,0,2,2,258,1,0
34,6,1,4,0,2,0,51,1,0
51,0,0,6,0,0,0,140,1,0
46,0,1,3,0,2,0,790,1,0
32,1,2,2,0,2,0,75,2,0
43,1,1,2,0,0,0,72,2,0
41,1,1,0,0,0,0,604,1,0
31,0,1,6,0,2,0,131,3,0
38,1,1,2,0,2,0,733,1,0
34,6,1,4,0,2,0,488,1,1
34,10,1,6,0,2,0,266,3,0
37,4,1,2,0,2,0,130,2,0
32,1,0,2,0,2,0,1025,2,1
33,7,0,3,0,0,2,98,1,0
33,9,1,7,0,2,0,68,1,0
29,0,1,2,0,0,0,143,1,0
31,1,2,3,0,2,2,559,2,0
53,4,0,6,0,2,0,350,1,0
30,1,2,3,0,2,0,293,1,0
37,1,1,0,0,2,0,138,1,0
33,0,1,6,0,2,0,195,1,0
39,7,2,6,1,2,0,689,2,0
53,3,1,7,0,2,0,104,5,0
40,7,1,1,0,0,0,215,2,0
31,9,2,7,1,0,0,63,1,0
35,0,2,6,0,2,0,633,2,0
30,0,1,7,0,2,0,305,1,0
31,0,2,6,0,2,0,239,2,0
35,0,1,3,0,2,0,125,2,0
32,0,2,6,0,0,0,65,2,0
36,9,2,6,0,0,0,61,3,0
46,1,1,1,0,0,0,123,3,0
55,9,2,6,1,2,2,92,2,0
45,10,0,0,1,0,0,462,4,0
32,0,2,3,0,2,0,141,4,0
56,9,1,5,0,0,0,51,2,0
31,1,1,2,1,0,0,425,2,0
56,4,1,6,0,2,0,149,2,0
50,1,1,5,0,2,0,547,2,0
29,6,2,3,0,2,2,337,3,0
43,9,1,5,0,2,2,47,1,0
32,7,1,3,0,0,0,35,1,0
34,8,0,6,0,2,0,48,2,0
42,1,1,2,0,2,0,230,1,0
47,4,1,6,0,2,2,109,4,0
35,6,2,5,0,2,0,361,1,0
31,7,2,3,0,2,0,67,2,0
40,1,1,1,0,2,0,107,2,0
31,9,1,3,0,2,2,435,1,0
31,7,2,3,0,0,0,140,1,0
33,1,2,3,0,2,0,294,2,0
46,4,1,6,0,2,0,205,6,0
32,0,2,3,0,0,0,470,2,0
31,0,1,6,0,0,0,427,1,0
33,1,2,2,0,2,0,175,1,0
53,6,0,6,0,0,0,380,1,0
34,1,1,2,0,2,2,98,4,0
30,2,1,5,0,2,2,267,2,0
32,0,1,6,0,2,2,51,1,0
49,10,3,3,0,2,0,73,1,0
30,7,1,3,0,0,0,186,1,0
42,1,0,0,1,0,0,14,6,0
51,10,1,3,0,2,0,120,4,0
30,0,2,6,0,0,0,319,5,0
36,1,1,3,0,0,0,52,2,0
52,9,0,6,0,2,0,154,2,0
51,0,0,6,0,0,0,267,1,0
55,4,0,6,0,2,0,159,1,0
51,0,0,6,0,2,2,249,2,0
31,9,2,5,0,2,0,16,9,0
48,0,0,3,0,0,0,330,3,0
30,1,1,2,0,2,0,25,2,0
35,10,1,0,0,0,0,192,1,0
36,1,1,2,0,0,0,768,3,1
40,1,2,2,0,2,2,426,2,0
39,2,1,6,0,2,0,260,1,0
39,4,1,7,0,0,0,352,1,0
57,4,0,6,1,2,2,114,2,0
30,0,1,2,0,2,2,539,1,0
51,10,0,3,1,2,0,187,2,0
39,4,1,7,0,2,2,758,1,1
54,3,0,6,0,2,2,653,1,1
31,9,2,7,1,2,0,276,1,0
31,0,2,6,0,2,0,230,1,0
33,1,1,2,1,2,0,340,1,0
47,1,1,1,0,2,2,9,6,0
29,7,1,2,0,2,2,142,1,0
31,0,1,6,1,2,0,55,1,0
50,0,1,2,0,0,0,315,3,0
30,7,1,2,0,2,0,326,1,0
33,0,1,6,0,2,0,240,1,0
29,7,1,2,0,0,0,517,1,0
30,1,2,7,0,2,0,150,1,0
38,4,2,2,1,2,0,972,2,0
33,0,2,6,0,2,0,73,1,0
39,2,1,6,0,0,0,279,1,0
29,10,1,0,1,2,0,166,3,0
49,6,1,6,0,0,0,40,3,0
42,2,2,0,0,2,0,93,3,0
45,9,2,5,0,2,0,102,4,0
31,9,1,5,0,2,0,144,2,0
29,2,1,6,0,2,2,265,3,0
46,2,0,2,0,2,0,201,4,0
43,9,1,3,0,2,0,37,4,0
39,9,1,6,0,0,2,418,2,0
33,10,2,6,0,0,0,187,2,0
51,6,1,6,0,2,0,101,2,0
45,4,1,5,0,2,0,619,3,0
32,6,2,6,0,2,0,93,4,0
38,7,1,1,0,2,0,88,2,0
39,7,2,6,1,2,0,43,3,0
32,7,1,0,1,0,0,813,2,0
50,10,1,3,0,0,0,808,3,0
31,7,1,5,0,0,0,627,3,0
41,4,1,2,0,0,0,329,2,0
29,0,2,3,0,2,0,87,2,0
36,9,2,5,0,2,0,911,3,0
36,9,2,5,0,2,0,352,3,0
43,1,1,1,0,2,0,20,4,0
46,9,1,5,0,0,0,108,2,0
38,4,2,6,0,2,0,262,3,0
38,4,1,6,0,0,0,196,2,0
30,1,1,2,0,2,0,128,2,0
29,1,2,0,0,2,2,104,5,0
36,9,2,5,0,2,0,61,3,0
33,7,1,3,1,0,0,130,3,0
33,0,0,6,0,2,0,119,3,0
39,2,1,5,0,1,1,165,3,0
30,0,2,6,0,2,0,105,2,0
33,0,1,3,0,0,0,133,4,0
52,4,1,6,0,2,0,179,2,0
46,9,0,5,0,2,0,240,2,0
35,1,1,2,1,2,0,198,2,0
34,2,1,6,0,2,0,129,2,0
43,9,2,5,1,1,1,157,3,0
38,4,1,6,0,2,0,182,2,0
33,0,1,6,1,2,0,386,2,0
36,0,2,6,0,0,0,642,2,0
31,0,2,6,0,0,0,434,2,0
41,7,2,2,0,2,0,163,2,0
35,9,1,6,0,0,0,1145,4,0
39,7,2,3,0,0,0,148,4,0
30,6,1,5,0,2,0,329,2,0
36,1,1,2,0,2,0,221,3,0
50,4,1,6,0,2,2,339,3,0
31,1,2,2,0,2,0,135,2,0
31,7,0,3,0,2,0,41,1,0
36,9,1,5,0,0,0,159,2,0
33,0,1,6,0,1,1,470,2,0
30,7,1,3,0,2,0,75,2,0
32,0,1,6,0,2,0,155,1,0
41,4,0,1,0,2,0,147,1,0
41,4,0,1,0,2,0,167,1,0
41,4,0,1,0,0,0,268,1,0
22,1,2,0,0,2,0,16,1,0
35,0,1,6,0,0,0,533,2,0
31,0,2,6,0,0,2,264,1,0
30,9,2,6,0,0,2,303,4,0
34,4,1,6,0,2,0,91,4,0
39,4,1,6,0,2,2,90,3,0
52,7,1,1,0,2,0,283,2,0
32,0,2,6,0,2,2,208,1,0
35,4,2,7,0,2,2,207,1,0
30,0,2,3,0,0,0,56,4,0
50,2,1,6,0,2,0,57,3,0
46,1,1,2,1,2,0,150,3,0
56,7,1,3,0,0,0,871,3,1
34,9,2,6,0,2,0,354,2,0
30,0,2,6,0,0,0,88,2,0
58,5,1,6,0,1,1,279,2,0
30,7,2,3,0,0,0,180,2,0
36,9,0,5,0,1,1,156,4,0
38,0,0,6,0,2,0,1532,3,1
36,0,1,7,1,2,0,235,3,0
37,4,1,7,0,2,0,884,3,0
35,0,2,6,0,2,0,218,2,0
49,2,1,3,1,2,0,611,3,0
30,0,1,6,0,0,0,248,2,0
43,9,1,5,0,0,0,75,3,0
46,1,1,0,1,2,2,60,2,0
33,0,2,6,0,0,0,986,6,0
57,0,0,6,0,2,0,172,2,0
57,0,0,6,1,0,0,399,2,0
33,0,2,6,0,0,0,117,3,0
36,6,1,2,0,2,2,151,3,0
30,0,2,6,0,2,0,513,2,0
29,9,2,6,0,2,2,281,2,0
36,6,1,2,0,2,0,317,2,0
39,7,1,3,0,2,0,116,2,0
47,0,1,3,0,0,0,115,3,0
55,10,1,6,0,2,0,303,2,0
55,1,0,2,0,2,0,97,2,0
55,1,0,1,0,2,0,104,3,0
54,4,1,6,0,2,0,68,2,0
55,0,1,7,0,2,2,591,3,0
29,1,1,5,0,2,2,136,3,0
31,7,0,3,0,2,0,251,2,0
43,1,1,7,1,2,0,355,6,0
31,7,2,3,0,2,0,231,2,0
32,7,1,2,1,2,0,251,4,0
29,0,2,6,0,2,0,341,2,0
30,0,2,6,0,0,2,106,3,0
37,10,2,6,0,0,0,212,2,0
38,1,0,0,0,0,0,60,2,0
46,4,2,6,0,0,2,378,8,0
29,7,1,3,1,2,0,441,4,0
32,9,2,6,0,0,2,197,7,0
41,7,1,5,0,0,2,217,3,0
42,9,1,6,0,0,0,172,2,0
31,0,1,6,0,2,0,210,2,0
30,4,2,3,0,0,0,952,2,1
39,1,1,1,0,2,0,332,3,0
33,7,1,3,1,0,0,117,6,0
31,9,1,1,0,2,2,194,4,0
31,1,1,0,0,2,0,233,4,0
30,9,2,6,0,0,0,168,3,0
36,9,1,3,0,2,0,688,2,0
29,0,2,3,0,2,0,205,3,0
41,1,1,1,0,2,0,713,6,0
33,4,2,6,0,0,0,2420,3,1
52,1,1,2,0,0,0,176,2,0
38,4,0,3,0,2,0,215,3,0
49,4,0,1,0,0,0,88,6,0
46,0,0,6,0,1,1,257,2,0
34,0,1,3,0,0,0,1598,4,1
35,0,2,6,0,0,0,295,3,1
31,1,1,2,0,0,0,693,3,0
55,0,1,2,0,2,2,430,2,0
45,10,1,2,0,0,0,134,9,0
54,2,0,6,0,2,2,761,3,0
52,0,1,6,0,2,0,134,3,0
42,7,1,1,0,0,0,290,3,0
59,1,1,2,0,2,0,370,2,0
29,7,2,5,0,2,0,766,3,0
51,0,0,6,0,0,0,279,3,0
48,0,1,6,0,0,0,298,2,0
29,6,1,6,0,0,0,157,2,0
32,1,2,2,0,0,0,324,5,0
48,2,0,6,0,2,0,537,2,0
33,0,2,6,0,2,0,182,2,0
31,4,2,6,0,0,0,96,5,0
36,7,1,2,1,2,0,90,2,0
30,9,2,6,0,0,0,59,2,0
31,1,2,0,0,2,0,222,4,0
58,0,0,6,0,0,0,178,2,0
41,7,2,2,0,0,0,146,5,0
30,0,2,6,0,2,0,769,4,0
30,10,1,7,0,2,0,216,4,0
43,10,2,7,0,2,0,87,3,0
30,7,1,3,0,2,0,156,7,0
34,9,1,3,0,2,2,1329,2,0
37,10,2,6,0,2,0,76,3,0
51,6,1,6,0,2,2,310,3,0
36,0,0,6,0,0,2,56,2,0
31,7,2,3,0,2,0,1059,2,1
36,0,2,3,0,0,0,40,5,0
31,7,1,1,0,0,0,843,3,0
46,1,2,0,0,0,0,185,2,0
38,0,2,3,0,2,2,1476,4,0
32,7,1,2,0,0,0,476,3,0
33,0,1,6,0,0,0,139,3,0
31,7,1,3,0,0,0,283,5,0
32,0,1,6,0,0,0,165,4,0
38,1,1,2,0,0,0,738,2,0
45,1,1,1,0,2,0,265,3,0
39,0,1,6,0,2,0,442,4,0
36,7,2,3,0,2,0,422,3,0
34,6,2,2,0,0,0,91,3,0
33,0,1,6,0,0,0,489,2,0
39,1,1,1,0,2,0,391,2,0
31,2,2,6,0,0,0,1855,3,0
30,1,1,3,0,2,2,2453,2,1
42,9,1,5,0,0,0,21,6,0
29,4,1,6,0,0,0,83,4,0
42,9,2,5,0,2,0,91,2,0
56,7,1,3,1,2,0,254,5,0
56,0,0,6,0,0,0,149,4,0
42,1,2,5,0,0,0,249,4,0
31,9,1,6,0,0,0,10,5,0
51,0,1,6,0,2,0,358,3,0
57,0,0,6,1,2,0,6,7,0
54,5,0,6,0,0,2,138,6,0
44,1,1,1,0,2,0,275,2,0
45,0,0,6,0,2,2,69,9,0
56,9,1,5,1,2,0,266,6,0
58,5,0,5,0,0,0,159,2,0
50,4,0,6,0,2,0,21,11,0
44,0,1,6,0,2,0,358,4,0
31,10,2,0,0,2,0,144,9,0
32,0,1,6,0,2,0,41,1,0
43,7,2,3,1,0,0,298,2,0
36,9,2,7,0,0,0,86,1,0
38,0,0,2,0,0,0,271,1,0
41,1,2,2,1,2,0,299,1,0
33,0,2,6,0,2,0,152,1,0
47,9,1,6,0,2,0,322,1,0
33,9,2,6,0,0,0,336,1,0
58,0,1,3,0,2,0,441,1,0
31,0,1,6,0,2,0,149,5,0
33,0,1,6,0,1,1,675,1,0
48,4,1,6,0,2,0,118,1,0
49,4,1,6,0,0,0,65,1,0
54,0,1,3,0,2,0,267,2,0
30,1,1,2,0,2,0,225,2,0
32,6,1,6,0,2,0,54,1,0
50,1,1,6,1,0,0,108,1,0
49,7,1,3,1,0,0,66,2,0
57,4,1,6,0,2,0,108,1,0
50,1,0,5,0,2,2,49,1,0
53,6,1,6,0,2,0,1221,1,0
38,0,0,2,0,0,0,71,1,0
29,6,1,6,0,2,2,729,1,1
57,4,1,6,0,0,0,289,1,0
37,0,1,6,0,2,2,215,1,0
36,0,1,6,0,2,0,248,1,0
43,0,2,6,0,2,0,163,1,0
30,0,2,3,0,2,0,337,1,0
45,9,0,2,0,0,0,179,4,0
40,4,1,6,0,2,2,111,1,0
31,0,2,3,0,2,0,63,1,0
54,0,0,6,1,0,0,558,1,1
36,0,1,6,0,0,0,569,1,0
48,0,0,3,0,0,0,208,1,0
32,8,2,5,0,2,2,261,1,0
58,5,1,5,1,0,0,120,2,0
34,0,1,6,0,1,1,253,1,0
29,7,2,3,0,2,0,43,1,0
38,0,0,3,0,2,0,321,1,0
44,4,2,6,1,2,2,46,3,0
37,7,1,3,0,2,0,63,2,0
42,9,1,6,0,2,0,81,7,0
56,9,1,5,0,2,0,71,3,0
55,9,1,5,0,0,0,348,2,0
43,7,2,3,1,0,0,62,6,0
53,6,1,6,0,2,0,528,1,1
34,0,1,6,0,0,0,467,1,1
45,9,1,5,0,2,0,76,1,0
30,7,2,3,0,0,0,648,1,1
36,9,2,7,0,0,0,158,1,0
45,0,0,3,0,0,2,567,1,0
30,7,2,6,0,2,0,13,3,0
34,4,1,6,0,2,0,470,1,0
53,2,1,1,0,2,0,228,6,0
45,4,1,6,0,2,2,22,1,0
48,1,1,5,0,2,2,91,1,0
49,9,1,0,0,2,0,345,3,0
47,4,1,6,0,0,0,107,2,0
32,9,2,5,0,2,0,86,3,0
33,9,2,6,0,2,2,710,1,1
35,0,2,6,0,2,0,530,1,1
39,0,2,7,0,0,0,73,4,0
35,0,2,6,0,2,2,529,1,1
36,9,2,7,0,2,0,254,7,0
47,6,1,2,1,2,0,106,1,0
43,4,2,3,0,0,0,40,1,0
42,0,0,6,0,2,0,195,1,0
39,0,2,6,0,2,2,195,1,0
55,0,1,3,0,2,0,585,1,0
42,0,1,6,0,0,0,501,3,0
30,0,2,6,0,2,0,222,2,0
52,0,1,6,1,2,0,131,1,0
43,7,1,1,0,2,0,158,1,0
29,9,2,5,0,2,2,215,1,0
31,10,2,6,0,2,0,30,1,0
48,1,1,0,1,2,2,53,1,0
35,0,0,6,0,0,0,263,6,0
48,1,1,5,0,0,2,344,1,0
45,9,1,2,1,0,0,174,1,0
44,7,1,3,1,2,0,46,1,0
43,0,0,3,0,0,2,74,1,0
47,1,1,0,1,0,2,105,1,0
29,9,2,3,0,2,2,206,1,0
40,4,1,6,0,0,0,132,1,0
40,4,1,6,0,2,0,175,1,0
29,0,1,3,0,2,0,140,1,0
55,0,1,3,0,0,0,148,1,0
52,0,1,6,1,2,0,32,1,0
43,4,2,3,0,2,0,149,1,0
29,2,1,3,0,2,0,1166,1,0
40,4,1,6,0,2,0,161,1,0
32,0,1,6,0,2,0,262,1,0
33,1,2,0,0,0,0,60,1,0
31,0,2,3,0,2,0,106,2,0
57,10,1,6,0,2,2,59,1,0
38,1,1,1,1,2,0,1055,1,0
57,0,1,6,0,2,0,181,1,0
48,0,1,6,0,0,0,218,1,0
34,2,1,3,0,0,2,429,1,0
57,3,1,0,0,0,0,216,1,0
50,1,0,5,0,2,0,102,1,0
52,0,0,6,0,2,0,65,1,0
30,0,1,6,0,0,0,221,1,0
38,1,2,1,0,2,2,202,1,0
34,0,0,6,0,0,0,161,1,0
50,9,1,2,0,0,0,705,1,1
51,9,1,3,0,2,0,167,4,0
49,0,1,7,0,2,0,29,9,0
44,6,1,6,0,0,0,89,4,0
57,4,0,5,0,2,0,56,1,0
36,7,1,1,1,0,0,1022,1,1
36,0,1,6,0,2,0,189,1,0
40,1,0,2,0,0,0,74,1,0
40,1,0,2,0,0,0,154,1,0
31,0,2,3,0,0,0,89,1,0
34,4,2,6,0,2,0,79,2,0
55,0,2,6,1,0,2,143,1,0
50,0,1,6,0,2,0,169,1,0
53,10,1,0,0,2,0,80,10,0
52,9,1,2,0,2,0,44,1,0
42,4,1,1,0,0,0,133,1,0
50,9,0,6,0,2,0,49,1,0
40,1,0,2,0,0,0,586,1,0
57,0,0,6,1,0,0,189,3,0
51,9,2,2,0,2,0,218,3,0
44,0,1,6,0,2,0,235,2,0
57,3,1,0,0,2,0,105,1,0
57,4,0,5,0,2,0,849,1,1
50,1,1,2,0,2,2,5,7,0
49,1,1,2,0,2,0,271,1,0
40,1,0,2,0,2,0,893,1,1
36,2,0,3,0,2,0,230,3,0
37,1,1,1,0,0,0,68,1,0
32,0,2,6,0,2,2,74,1,0
31,10,2,0,0,2,2,115,1,0
29,2,2,0,0,0,0,100,1,0
54,9,1,3,1,2,0,326,2,0
40,1,0,2,0,2,0,1182,1,0
39,6,2,3,0,2,0,169,1,0
45,7,2,3,1,2,0,670,1,0
57,9,1,5,0,2,0,42,1,0
46,0,1,6,0,2,0,81,1,0
41,0,0,3,0,2,0,199,2,0
31,10,2,0,0,0,0,184,1,0
54,5,1,0,0,0,0,18,1,0
33,1,2,0,0,2,0,451,1,0
52,5,1,6,0,0,0,51,1,0
50,9,1,6,1,2,2,63,1,0
46,0,1,6,0,2,0,70,1,0
57,3,1,0,0,0,0,44,3,0
55,9,2,5,0,2,2,54,4,0
29,9,2,3,0,2,2,484,1,0
31,0,2,3,0,2,0,59,1,0
33,9,2,6,0,0,0,64,1,0
34,9,0,6,0,2,0,526,1,0
34,0,1,6,0,0,0,128,2,0
31,10,2,0,0,0,2,573,3,0
46,4,1,2,0,2,0,996,1,0
50,0,1,6,0,0,0,206,1,0
31,0,2,6,0,2,0,36,1,0
29,9,2,5,0,0,0,1480,3,1
31,7,2,6,1,1,1,83,1,0
32,0,0,6,0,0,0,425,1,0
51,4,1,6,0,2,0,288,1,0
31,9,2,6,0,2,2,244,1,0
55,2,1,6,0,0,0,252,1,0
57,4,1,6,0,2,0,109,1,0
48,0,1,3,0,2,0,162,2,0
40,1,1,3,0,2,0,144,1,0
33,0,2,6,0,0,0,49,1,0
34,9,0,6,0,0,0,316,3,1
31,0,2,3,0,2,0,306,1,0
36,1,2,2,0,2,2,70,1,0
52,2,1,6,0,2,2,221,2,0
40,9,2,6,0,2,2,44,1,0
53,1,1,0,1,2,2,98,1,0
37,4,1,6,0,2,0,97,2,0
57,10,1,6,0,2,0,48,1,0
29,7,2,3,0,2,0,171,2,0
47,9,1,6,0,0,0,744,2,0
58,0,1,6,0,0,0,850,1,1
48,0,1,6,0,0,0,233,1,0
50,0,0,6,0,2,0,70,1,0
57,4,0,6,0,1,1,162,1,0
32,4,1,6,0,0,0,8,5,0
37,2,1,5,0,0,0,18,7,0
56,7,1,3,1,2,0,72,1,0
52,9,0,6,1,0,0,123,1,0
50,9,1,6,0,2,0,100,2,0
45,6,1,6,0,0,0,18,5,0
54,5,0,6,0,0,0,296,1,0
37,0,1,7,0,2,2,196,1,0
33,6,2,6,0,2,2,203,1,0
34,0,1,6,0,2,0,55,5,0
38,1,1,2,0,2,2,186,2,0
32,0,2,6,0,1,1,59,1,0
55,5,1,3,0,0,0,532,1,0
38,4,1,6,0,0,2,79,1,0
52,9,1,2,0,2,2,197,1,0
32,2,2,2,0,0,0,84,2,0
30,0,2,6,0,2,2,26,10,0
52,9,1,2,0,2,0,102,1,0
31,0,2,3,0,0,0,100,2,0
49,0,1,3,0,2,0,164,1,0
32,9,2,5,0,2,0,67,5,0
53,1,1,0,0,2,0,180,1,0
50,0,1,3,0,2,0,182,2,0
39,9,1,3,0,0,0,749,2,1
37,0,1,6,0,2,0,450,1,0
58,5,1,5,1,0,0,28,1,0
57,3,1,0,0,2,0,66,1,0
44,0,1,6,0,0,0,135,2,0
42,0,1,6,0,0,2,902,1,1
41,3,1,3,0,2,0,1074,1,1
37,0,2,6,0,2,2,661,1,0
44,6,0,5,0,2,0,492,2,0
55,0,1,7,1,0,0,142,1,0
43,0,2,6,0,2,0,43,1,0
51,3,1,3,0,0,0,28,4,0
33,0,1,6,0,2,0,82,3,0
36,1,1,2,0,2,0,63,2,0
34,0,1,6,0,0,0,124,3,0
42,0,1,3,0,0,0,218,6,0
29,8,2,5,0,0,0,232,2,0
29,0,2,6,0,2,0,190,1,0
56,0,0,3,0,2,0,176,2,0
51,1,1,2,1,2,0,312,1,0
41,0,2,6,0,2,2,45,2,0
37,0,1,6,0,2,0,124,2,0
55,9,2,5,0,2,0,42,1,0
58,0,0,6,0,0,0,189,1,0
51,6,1,6,1,1,1,31,2,0
31,7,2,2,1,2,0,232,2,0
44,1,1,1,0,2,0,11,4,0
48,9,1,5,0,2,2,148,1,0
32,4,1,6,0,2,0,104,3,0
57,0,0,6,1,2,2,65,1,0
45,0,0,3,0,2,0,980,2,1
39,0,2,3,0,1,1,206,2,0
48,7,1,5,0,0,0,10,6,0
55,0,2,6,1,2,0,16,9,0
35,0,0,6,0,2,0,102,1,0
54,0,1,6,1,0,0,298,2,0
38,1,1,1,1,2,2,213,2,0
35,0,0,6,0,2,0,226,1,0
37,1,1,2,0,2,0,224,3,0
55,2,0,6,0,0,0,48,1,0
35,4,1,6,0,0,0,207,1,0
39,7,0,7,0,2,0,163,1,0
29,0,2,6,0,2,0,24,5,0
47,0,1,6,0,0,0,103,1,0
35,4,1,6,0,2,0,152,1,0
30,0,2,6,0,0,0,171,1,0
31,10,1,3,0,0,2,94,2,0
39,7,1,3,0,0,2,104,1,0
51,0,1,6,0,0,2,220,1,0
31,0,2,3,0,2,2,50,1,0
31,0,2,3,0,2,2,112,1,0
43,7,2,3,1,0,2,53,1,0
32,9,2,5,0,2,0,226,1,0
41,4,0,6,0,0,0,157,4,0
51,0,1,6,0,2,0,673,1,0
34,0,1,6,0,2,2,85,3,0
37,0,1,6,0,2,0,224,5,0
47,0,1,6,0,2,0,127,2,0
40,10,0,6,0,0,0,366,3,0
33,0,1,6,0,0,0,162,1,0
39,7,1,3,0,2,0,197,3,0
37,9,0,3,0,2,0,47,1,0
